name,mz,rt,MS2.spectrum.name,Candidate.number,Level,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database,super_class,class,sub_class
M188T350_NEG,188.038265158039,350.476257324219,mz188.03509553333rt390.50952,1,2,Kynurenic acid,492-27-3,HMDB0000715,C01717,M1288,(M-H)-,0.5111667,0.999791,NA,NA,30,0.7360835,0.8349738,metlinDatabase0.0.1,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids
M189T111_NEG,188.999296404465,110.940284729004,mz189.003814697266rt127.037172,1,2,Epoxytricarballylic acid,155551-03-4,NA,NA,NO00907,(M-H)-,0.7132568,0.9995931,NA,NA,20,0.5136421,0.6958737,orbitrapDatabase0.0.1,NA,NA,NA
M189T125_POS,189.123053221457,125.331558227539,mz189.123413519245rt113.076054,1,2,N6-Acetyl-L-lysine,692-04-6,HMDB0000206,C02727,L0011,(M+H)+,0.05879811,0.9999972,NA,NA,25,0.6874199,0.8046364,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M189T242_NEG,188.986141261163,242.077545166016,mz188.986022949219rt294.853752,1,2,"2',6'-Dihydroxyacetophenone",699-83-2,HMDB0029660,NA,shen_4669_HMDB29660,(M+K-2H)-,24.80293,0.6113117,NA,NA,30,0.4336472,0.5002714,hmdbDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
M189T518_POS,189.112114451773,518.382415771484,mz189.112274169922rt517.167516,1,2,Cyclohexylacetic acid,5292-21-7,HMDB0031403,NA,NO07691,(M+HCOO+2H)+,0.1854248,0.9999725,NA,NA,25,0.4159127,0.6349351,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids
M189T580_POS,189.112130552475,580.387878417969,mz189.112319946289rt586.195422,1,2,Azelaic acid,123-99-9,HMDB0000784,C08261,S0199,(M+H)+,0.3998657,0.9998721,NA,NA,30,0.563868,0.7273695,nistDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M189T773_POS,189.163656972921,772.647521972656,mz189.163877857045rt795.07926,1,2,Propamocarb,24579-73-5,NA,C18885,MassBank_1774,(M+H)+,10.19464,0.9202181,NA,NA,15 % (nominal),0.6586192,0.7567188,massbankDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M190T131_POS,190.11865942136,131.01774597168,mz190.118715905448rt121.215834,1,2,"7-Benzofuranethanamine, N,.alpha.-dimethyl-",1935921-11-1,NA,NA,NO00878,(M+H)+,9.960236,0.9237027,NA,NA,5,0.6141271,0.730218,orbitrapDatabase0.0.1,NA,NA,NA
M190T269_NEG,190.050662025072,268.669006347656,mz190.050674438477rt276.450126,1,2,5-Hydroxyindole-3-acetic acid,54-16-0,HMDB0000763,C05635,NO00937,(M-H)-,0.5639038,0.9997456,NA,NA,30,0.5069274,0.6917342,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
M190T344_POS,190.077191891411,343.767547607422,mz190.077896118164rt333.61131,1,2,alpha-Guanidinoglutaric Acid,73477-53-9,NA,C03140,M1137,(M+H)+,11.0097,0.9075824,NA,NA,20,0.4862309,0.6442377,metlinDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M190T365_NEG,190.05047938141,364.988571166992,mz190.050598144531rt361.041546,1,2,5-Hydroxyindoleacetic acid,54-16-0,HMDB0000763,C05635,M0351,(M-H)-,0.7546387,0.9995445,NA,NA,30,0.6565432,0.7851687,metlinDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
M192T113_1_POS,192.03244313481,112.661758422852,mz192.032608033766rt106.191702,1,2,desethyl-desisopropyl-atrazine,3397-62-4,NA,C06560,MassBank_236,(M+HCOO+2H)+,10.71308,0.9122729,NA,NA,10,0.476763,0.6400792,massbankDatabase0.0.1,Organoheterocyclic compounds,Triazines,"1,3,5-triazines"
M192T282_POS,192.065511043324,281.626602172852,mz192.065612792969rt267.573264,1,1,4-formyl Indole(2),NA,NA,NA,RPLC_380,(M+HCOO+2H)+,1.594482,0.9979682,83.25527,0.6518983,NCE25,0.5537798,0.6893565,msDatabase_rplc0.0.1,NA,NA,NA
M192T372_2_POS,192.065406680168,372.051086425781,mz192.065612792969rt358.653564,1,2,5-Hydroxyindoleacetate,54-16-0,HMDB0000763,C05635,L0141,(M+H)+,0.1819824,0.9999735,NA,NA,25,0.722431,0.8265094,nistDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
M192T426_POS,192.105188684002,426.351516723633,mz192.105484008789rt415.783722,1,2,Demethylated antipyrine,89-25-8,HMDB0006240,C13008,M1018,(M+NH4)+,19.28998,0.742537,NA,NA,20,0.5551517,0.6254212,metlinDatabase0.0.1,Organoheterocyclic compounds,Azoles,Pyrazoles
M192T464_POS,192.065485761223,463.803344726562,mz192.065643310547rt456.90561,1,2,4-Hydroxyquinoline,NA,NA,C06343,MONA_14630,(M+HCOO+2H)+,0.1986664,0.9999684,NA,NA,HCD (NCE 20-30-40%),0.7191788,0.8244749,monaDatabase0.0.1,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives
M193T274_POS,193.099235574469,273.841613769531,mz193.096918181148rt258.820176,1,2,trans-3'-Hydroxycotinine,34834-67-8,HMDB0001390,NA,NO00962,(M+H)+,0.7045471,0.999603,NA,NA,20,0.7526713,0.8452707,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Pyrrolidinylpyridines
M194T207_1_NEG,194.04544051741,206.631240844727,mz194.048810631853rt250.156482,1,1,O-Hydroxyhippuric acid,NA,HMDB0000840,C07588,RPLC_64,(M-H)-,7.27658,0.9585257,69.537,0.7419443,NCE25,0.4191645,0.6346998,msDatabase_rplc0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M194T308_POS,194.103681631975,308.437713623047,mz194.103820800781rt297.49167,1,2,Iminostilbene,256-96-2,NA,NA,MassBank_884,(M+H)+,18.427,0.7621259,NA,NA,35  (nominal),0.7068239,0.7275622,massbankDatabase0.0.1,NA,NA,NA
M194T394_POS,194.080888467419,394.161834716797,mz194.081424276034rt438.437364,1,2,Phenylacetylglycine,500-98-1,HMDB0000821,C05598,S0200,(M+H)+,0.5856901,0.9997256,NA,NA,15,0.703424,0.8145371,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M194T469_POS,194.081044268805,469.00634765625,mz194.081449088708rt466.507746,1,2,"Hippuric acid, methyl ester",1205-08-9,HMDB0000859,NA,NO00987,(M+H)+,0.6227218,0.9996898,NA,NA,15,0.7525185,0.8452077,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M194T698_1_POS,194.117630105112,698.445220947266,mz194.117858886719rt717.91038,1,2,2-Methyl-N-(4-Methylphenyl)alanine,117755-94-9,NA,NA,NO00993,(M+H)+,0.6472168,0.9996649,NA,NA,5,0.5506706,0.7190435,orbitrapDatabase0.0.1,NA,NA,NA
M195T228_NEG,195.048875238954,227.973777770996,mz195.052080955356rt271.012656,1,2,"3,7-Dimethyluric acid",13087-49-5,HMDB0001982,C16360,S0260,(M-H)-,0.6476116,0.9996645,NA,NA,30,0.7240307,0.8273934,nistDatabase0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M195T382_POS,195.112775534791,381.927474975586,mz195.112978253521rt370.472832,1,2,1-(2-Furoyl)-4-piperidinamine,886497-79-6,NA,NA,NO01045,(M+H)+,0.4456338,0.9998411,NA,NA,5,0.6117537,0.7572865,orbitrapDatabase0.0.1,NA,NA,NA
M195T457_NEG,195.066041442037,457.135528564453,mz195.065734863281rt482.72922,1,2,Hydroferulic acid,1135-23-5,NA,NA,NO01089,(M-H)-,1.412842,0.9984044,NA,NA,25,0.5580648,0.7231922,orbitrapDatabase0.0.1,NA,NA,NA
M195T474_POS,195.084374166736,474.372299194336,mz195.087763623764rt421.749216,1,2,Caffeine,58-08-2,HMDB0001847,C07481,shen_2074_HMDB01847,(M+H)+,0.2200994,0.9999612,NA,NA,Unknown_5,0.7603569,0.8502085,hmdbDatabase0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M195T508_POS,195.112664569875,508.082550048828,mz195.113052368164rt515.508762,1,2,Nornicotine,5746-86-1,HMDB0001126,C06524,NO07761,(M+HCOO+2H)+,0.6309204,0.9996816,NA,NA,5,0.5467991,0.71663,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Pyrrolidinylpyridines
M195T92_NEG,195.050838489062,91.5849761962891,mz195.05046081543rt95.915022,1,2,Galactonic acid,13382-27-9,HMDB0000565,C00880,n00760,(M-H)-,1.347961,0.9985475,NA,NA,20,0.6941308,0.8082871,nistDatabase0.0.1,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives
M196T452_2_POS,196.060425516334,452.284271240234,mz196.060587045662rt454.70436,1,2,alpha-Hydroxyhippuric acid,16555-77-4,HMDB0002404,NA,MONA_18414,(M+H)+,0.3231942,0.9999164,NA,NA,20,0.730134,0.8313024,monaDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M196T96_NEG,196.060861463532,95.9683227539062,mz196.060821533203rt137.018688,1,2,DL-Dopa,63-84-3,HMDB0000609,C00355,shen_1028_HMDB00609,(M-H)-,1.715779,0.9976477,NA,NA,Unknown_2,0.4193686,0.6362233,hmdbDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M197T266_NEG,197.045596914729,265.590484619141,mz197.04500898594rt209.80884,1,2,DL-Vanillylmandelic acid,1955-10-7,HMDB0000291,C05584,S0157,(M-H)-,1.302535,0.9986436,NA,NA,35,0.7153842,0.8216065,nistDatabase0.0.1,Benzenoids,Phenols,Methoxyphenols
M197T287_POS,197.066952025188,287.095245361328,mz197.066656715241rt310.66704,1,2,"1,3-Dimethyluric acid",944-73-0,HMDB0001857,NA,S0210,(M+H)+,0.7082119,0.9995988,NA,NA,"35,15",0.7562928,0.8475325,nistDatabase0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M197T332_POS,197.063711260701,332.416244506836,mz197.066635236573rt348.404886,1,2,"1,7-Dimethyluric acid",NA,HMDB0011103,C16356,M1354,(M+H)+,0.6619086,0.9996496,NA,NA,30,0.7238187,0.8272553,metlinDatabase0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M197T403_NEG,197.045160058063,403.28254699707,mz197.045083992545rt434.099946,1,2,Syringic acid,530-57-4,HMDB0002085,C10833,NO01125,(M-H)-,1.040019,0.9991351,NA,NA,25,0.6763065,0.7973672,orbitrapDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M197T447_POS,197.128296199277,447.362518310547,mz197.128158569336rt424.442046,1,2,D-Desthiobiotin,533-48-2,HMDB0003581,C01909,NO01520,(M+H-H2O)+,0.6035767,0.9997086,NA,NA,15,0.6368197,0.772903,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M197T491_NEG,197.081671942249,490.635070800781,mz197.081359863281rt448.764582,1,2,"2-Amino-3-methylimidazo[4,5-f]quinoline",76180-96-6,HMDB0029706,C19180,shen_4678_HMDB29706,(M-H)-,4.716192,0.9823634,NA,NA,Unknown_1,0.4725,0.6636988,hmdbDatabase0.0.1,Organoheterocyclic compounds,Quinolines and derivatives,NA
M197T647_POS,197.080859702108,647.132568359375,mz197.08050316203rt668.57748,1,2,Asarylaldehyde,4460-86-0,HMDB0029648,NA,NO01081,(M+H)+,0.9920949,0.9992129,NA,NA,5,0.6695863,0.7931963,orbitrapDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives
M198T110_POS,198.08713133027,110.48331451416,mz198.087413769733rt98.58681,1,2,N-Acetylhistidine,NA,NA,C02997,MONA_16615,(M+H)+,0.1813943,0.9999737,NA,NA,35,0.7393759,0.8371001,monaDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M198T272_NEG,198.076890853862,271.550064086914,mz198.07668927077rt301.90626,1,2,Metribuzin-desamino,35045-02-4,NA,NA,MONA_878,(M-H)-,15.14059,0.8324435,NA,NA,15 (nominal),0.6591283,0.7241215,monaDatabase0.0.1,NA,NA,NA
M198T441_POS,198.131510154295,440.904510498047,mz198.131469717005rt421.4562,1,2,Simeton,673-04-1,NA,NA,MassBank_1610,(M+H)+,7.325707,0.9579758,NA,NA,15 % (nominal),0.6719748,0.7792252,massbankDatabase0.0.1,NA,NA,NA
M198T527_POS,198.052518833745,526.690765380859,mz198.052781004205rt525.611892,1,2,"Norvaline, 5-phosphono-",76326-31-3,NA,C13734,NO01111,(M+H)+,0.4525105,0.9998362,NA,NA,5,0.5188586,0.6992252,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M199T187_POS,199.082345474492,187.389862060547,mz199.082407789836rt171.899664,1,2,O-Desmethylnaproxen,52079-10-4,HMDB0013989,NA,n00876,(M+H-H2O)+,17.66947,0.7789813,NA,NA,20,0.6673363,0.7092032,nistDatabase0.0.1,Benzenoids,Naphthalenes,Naphthols and derivatives
M199T403_POS,199.059895564749,403.421173095703,mz199.057900877415rt395.548344,1,2,Monuron,150-68-5,NA,C19087,MassBank_1485,(M+H)+,11.99781,0.8912254,NA,NA,15 % (nominal),0.6198961,0.7216446,massbankDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,N-phenylureas
M199T510_POS,199.096211686006,510.175231933594,mz199.096660178512rt546.49302,1,2,4-Hydroxynonenal alkyne,1011268-23-7,NA,NA,NO00041,(M+HCOO+2H)+,0.4004463,0.9998717,NA,NA,10,0.6171347,0.7606611,orbitrapDatabase0.0.1,NA,NA,NA
M199T758_POS,199.169173874703,758.434906005859,mz199.169395647822rt779.97366,1,2,3-Hydroxydodecanoic acid,53941-38-1,HMDB0000387,NA,n00869,(M+H-H2O)+,0.3891196,0.9998789,NA,NA,30,0.4062687,0.6288725,nistDatabase0.0.1,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives
M200T323_POS,200.128096376491,323.335952758789,mz200.128332100199rt312.598302,1,2,Methylecgonine,7143-09-1,HMDB0006406,C12448,NO01162,(M+H)+,0.5802505,0.9997307,NA,NA,10,0.5970731,0.7480697,orbitrapDatabase0.0.1,Alkaloids and derivatives,Tropane alkaloids,NA
M200T356_POS,200.071535560281,355.537841796875,mz200.071233135889rt337.324944,1,2,Dictamnine,484-29-7,NA,C10660,M0870,(M+H)+,1.58284,0.9979977,NA,NA,20,0.5216813,0.7003,metlinDatabase0.0.1,Organoheterocyclic compounds,Quinolines and derivatives,Furanoquinolines
M201T289_POS,201.073064171713,289.307006835938,mz201.073451993058rt286.302918,1,2,1-hydroxypyrene,5315-79-7,NA,C14519,MONA_11846,(M+H-H2O)+,8.967633,0.9376911,NA,NA,35 % (nominal),0.4422904,0.6280657,monaDatabase0.0.1,Benzenoids,Pyrenes,NA
M201T578_NEG,201.113311070003,577.532653808594,mz201.112916432811rt637.1868,1,2,Sebacic acid,111-20-6,HMDB0000792,C08277,NO01215,(M-H)-,0.708918,0.999598,NA,NA,10,0.7552278,0.8468666,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M201T614_POS,201.054555207142,614.092712402344,mz201.054833541307rt631.41486,1,2,Camalexin,NA,HMDB0038631,NA,MassBank_14549,(M+H)+,16.78385,0.7982303,NA,NA,25,0.6224915,0.6883935,massbankDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indoles
M201T90_NEG,201.124376165417,90.3166007995605,mz201.12414244994rt117.276078,1,2,Ala-Leu,3303-34-2,NA,NA,NO01200,(M-H)-,0.6438752,0.9996684,NA,NA,10,0.5477552,0.7172227,orbitrapDatabase0.0.1,NA,NA,NA
M202T410_POS,202.047304545989,410.46240234375,mz202.047661938056rt396.93159,1,2,Thiabendazole,148-79-8,HMDB0014868,C07131,MassBank_1968,(M+H)+,10.72985,0.9120106,NA,NA,15 (nominal),0.7214294,0.7928974,massbankDatabase0.0.1,Organoheterocyclic compounds,Benzimidazoles,NA
M203T106_POS,203.15013667824,105.976348876953,mz203.150296812384rt94.876056,1,2,"NG,NG-Dimethyl-L-arginine",30315-93-6,HMDB0001539,C03626,NO01216,(M+H)+,0.00796904,0.9999999,NA,NA,20,0.7328818,0.8330511,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M203T228_2_POS,203.081422647407,228.411254882812,mz203.081680297852rt214.982382,1,2,Vasicinone,486-64-6,NA,C10744,NO01208,(M+H)+,0.4507446,0.9998375,NA,NA,10,0.5861411,0.7412772,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines
M203T274_NEG,203.001755246719,274.386093139648,mz203.001708984375rt243.774978,1,2,"2,4-Dichloro-5-ethyl-3-methylphenol",1570-75-8,NA,NA,NO01273,(M-H)-,4.727539,0.9822792,NA,NA,20,0.5254042,0.6967323,orbitrapDatabase0.0.1,NA,NA,NA
M203T378_POS,203.043038309718,378.458190917969,mz203.042829219775rt365.502198,1,2,Bergaptol,486-60-2,HMDB0013679,C00758,NO01204,(M+H)+,22.32305,0.6712223,NA,NA,20,0.4657471,0.5428003,orbitrapDatabase0.0.1,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins
M203T518_POS,203.127859760376,518.387390136719,mz203.127548853433rt573.016104,1,2,4-Methylcyclohexaneacetic acid,6603-71-0,NA,NA,NO00148,(M+HCOO+2H)+,0.6278664,0.9996847,NA,NA,15,0.4855596,0.6783565,orbitrapDatabase0.0.1,NA,NA,NA
M204T125_POS,204.141747272111,124.696235656738,mz204.141876220703rt116.655462,1,2,Lys-Gly,7563-03-3,NA,NA,NO01223,(M+H)+,18.940550000000002,0.750515,NA,NA,10,0.4048022,0.5344445,orbitrapDatabase0.0.1,NA,NA,NA
M204T127_POS,204.122806870856,126.861614227295,mz204.123123168945rt114.596316,1,2,Acetyl-L-carnitine,3040-38-8,NA,C02571,NO01236,(M+H)+,0.05792236,0.9999973,NA,NA,30,0.7345668,0.8341032,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
M204T436_1_NEG,204.066424323402,436.306655883789,mz204.066169195092rt483.25611,1,2,DL-Indole-3-lactic acid,832-97-3,HMDB0000671,C02043,NO01293,(M-H)-,1.077012,0.9990725,NA,NA,10,0.7580312,0.8484217,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
M204T445_POS,204.063200794616,444.778701782227,mz204.063370957608rt435.253986,1,2,"1-(2,8-Dihydroxyquinolin-5-yl)ethan-1-one",62978-73-8,NA,NA,NO01243,(M+H)+,5.322606,0.9775908,NA,NA,20,0.5664062,0.7206004,orbitrapDatabase0.0.1,NA,NA,NA
M204T691_POS,204.086582073384,690.732574462891,mz204.086407458468rt718.9785,1,2,N-Acetylmannosamine,3615-17-6(7772-94-3),HMDB0001129,C00645,L0324,(M+H-H2O)+,0.5813538,0.9997297,NA,NA,30,0.8499497,0.9061172,nistDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
M205T344_2_POS,205.096984497668,343.749099731445,mz205.096930600255rt321.536958,1,2,L-Tryptophan,73-22-3,HMDB0000929,C00078,M0422,(M+H)+,0.6734994,0.9996372,NA,NA,30,0.7777241,0.8609415,metlinDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
M205T816_POS,205.194956230337,815.550659179688,mz205.194751834994rt854.2965,1,2,alpha-Farnesene,502-61-4,HMDB0036066,C09665,M1421,(M+H)+,0.8704125,0.9993941,NA,NA,30,0.598202,0.748649,metlinDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
M205T818_POS,205.085828863396,818.344421386719,mz205.086026656217rt843.2673,1,2,Monoisobutyl phthalic acid,30833-53-5,HMDB0002056,NA,shen_2408_HMDB02056,(M+H-H2O)+,0.2943005,0.9999307,NA,NA,Unknown_2,0.6534505,0.7833806,hmdbDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M206T429_POS,206.08457075704,428.976745605469,mz206.080821445731rt477.364314,1,2,Indolelactic acid,832-97-3,HMDB0000671,C02043,n00810,(M+H)+,0.9213857,0.9993211,NA,NA,30,0.743692,0.8395529,nistDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
M206T431_NEG,206.081910064225,430.758331298828,mz206.081930059107rt470.000466,1,2,N-Acetyl-L-phenylalanine,2018-61-3,HMDB0000512,C03519,L0086,(M-H)-,0.7748522,0.9995198,NA,NA,20,0.6813066,0.8006366,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M206T489_POS,206.080164450485,488.946411132812,mz206.080953903004rt524.91033,1,2,N-Cinnamoylglycine,NA,HMDB0011621,NA,MONA_16623,(M+H)+,0.5982725,0.9997137,NA,NA,35,0.7083934,0.8176385,monaDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M207T375_POS,207.110210683966,375.004699707031,mz207.110479624282rt361.918068,1,2,Isoeugenyl acetate,93-29-8,HMDB0032348,NA,NO01328,(M+H)+,22.19906,0.6741931,NA,NA,10,0.5576808,0.6013729,orbitrapDatabase0.0.1,Benzenoids,Phenol esters,NA
M207T439_NEG,207.06358082797,439.421325683594,mz207.066110918858rt425.18055,1,2,DL-Benzylsuccinic acid,884-33-3,NA,C09816,NO01386,(M-H)-,0.4727029,0.9998213,NA,NA,10,0.7035149,0.8146298,orbitrapDatabase0.0.1,Phenylpropanoids and polyketides,Phenylpropanoic acids,NA
M208T503_POS,208.096778003652,503.213134765625,mz208.096966580143rt498.50601,1,2,Cytokinin B,1214-39-7,HMDB0039238,C11263,n00930,(M+H-H2O)+,2.95855,0.993022,NA,NA,40,0.6265372,0.763969,nistDatabase0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M209T148_POS,209.067453636634,147.608535766602,mz209.066672846851rt176.757762,1,2,"9,10-Phenanthrenedione",84-11-7,NA,C03243,MONA_11816,(M+H)+,17.35838,0.7858019,NA,NA,35 % (nominal),0.6086577,0.6750868,monaDatabase0.0.1,Benzenoids,Phenanthrenes and derivatives,Phenanthraquinones
M209T282_1_POS,209.09200592766,281.645782470703,mz209.092199952417rt267.438642,1,2,Kynurenine,343-65-7,HMDB0000684,C00328,M1580,(M+H)+,0.249881,0.99995,NA,NA,30,0.7736122,0.8584889,metlinDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
M209T503_2_POS,209.128363406594,502.680053710938,mz209.128146069015rt486.939708,1,2,Pilocarpine,NA,HMDB0015217,C07474,MONA_15191,(M+H)+,0.8292075,0.9994501,NA,NA,HCD (NCE 20-30-40%),0.4765224,0.6726203,monaDatabase0.0.1,Alkaloids and derivatives,Not available,NA
M209T747_POS,209.153607984192,746.655670166016,mz209.153599626743rt797.56578,1,2,1-(2-Fluorobenzyl)-3-piperidinylamine,883530-84-5,NA,NA,NO01389,(M+H)+,21.74907,0.6849445,NA,NA,10,0.5559147,0.6043009,orbitrapDatabase0.0.1,NA,NA,NA
M209T769_POS,209.117110778568,769.109832763672,mz209.117340087891rt792.17364,1,2,.alpha.-Asarone,2883-98-9,HMDB0031469,C17846,NO01369,(M+H)+,0.3502197,0.9999019,NA,NA,10,0.6145906,0.7590823,orbitrapDatabase0.0.1,Benzenoids,Phenol ethers,Anisoles
M210T156_NEG,210.076997779284,155.67366027832,mz210.076700133109rt215.110596,1,2,Milrinone,NA,NA,C07224,MONA_15822,(M-H)-,23.59556,0.6405677,NA,NA,HCD (NCE 20-30-40%),0.6585776,0.6518239,monaDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Bipyridines and oligopyridines
M210T261_POS,210.076077710935,260.775985717773,mz210.076238589072rt248.059518,1,2,N-Benzyloxycarbonylglycine,NA,NA,C03710,MONA_15066,(M+H)+,0.3268927,0.9999145,NA,NA,HCD (NCE 20-30-40%),0.6359186,0.7724171,monaDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzyloxycarbonyls
